job_id,model_name,seed_id,sample_id,dG_separated,dG_cross,sc_value,nres_all,nres_int,total_score,binding_energy
8c5l_C,af3,4,2,29.8775,-23.2658,0.5857,587.0,39.0,-1121.4474,-53.1433
8c5l_C,af3,4,3,48.397,-11.9734,0.4182,587.0,43.0,-1036.2171,-60.3704
8c5l_C,af3,4,4,13.0689,-20.7943,0.6961,587.0,39.0,-1162.1827,-33.8632
8c5l_C,af3,4,5,24.3285,-16.0471,0.4919,587.0,34.0,-1024.4462,-40.3756
8c5l_C,af3,4,6,19.2848,-21.2763,0.6228,587.0,36.0,-1111.5079,-40.5611
8c5l_C,af3,4,7,26.7797,-19.5393,0.542,587.0,36.0,-1064.1983,-46.319
8c5l_C,af3,4,8,31.4441,-16.0924,0.6349,587.0,38.0,-1042.6948,-47.5365
8c5l_C,af3,4,9,26.0957,-16.2464,0.5342,587.0,35.0,-1079.5756,-42.3421
8c5l_C,af3,5,0,32.1767,-19.1494,0.5557,587.0,36.0,-1044.2966,-51.3261
8c5l_C,af3,5,1,26.7379,-21.7608,0.5536,587.0,41.0,-1079.2968,-48.4987
8c5l_C,af3,5,2,28.137,-20.4158,0.5792,587.0,42.0,-1053.5871,-48.5528
8c5l_C,af3,5,3,63.8083,-8.5865,0.5552,587.0,57.0,-1030.5057,-72.3948
8c5l_C,af3,5,4,17.3287,-20.1422,0.5554,587.0,38.0,-1121.9482,-37.4709
8c5l_C,af3,5,5,15.3638,-21.5601,0.5487,587.0,32.0,-1078.3945,-36.9239
8c5l_C,af3,5,6,44.4767,-10.6781,0.499,587.0,34.0,-1060.7452,-55.1548
8c5l_C,af3,5,7,70.5588,4.6185,0.5438,587.0,50.0,-1027.6857,-65.9403
8c5l_C,af3,5,8,37.0956,-21.0194,0.5834,587.0,39.0,-1074.3067,-58.115
8c5l_C,af3,5,9,9.7336,-15.3111,0.4122,587.0,31.0,-1109.2828,-25.0447
8c5l_C,af3,6,0,27.3496,-19.5093,0.4501,587.0,33.0,-1088.2442,-46.8589
8c5l_C,af3,6,1,29.5826,-12.6871,0.4843,587.0,33.0,-1094.2229,-42.2697
8c5l_C,af3,6,2,67.4301,9.8047,0.6279,587.0,41.0,-1010.3815,-57.6254
8c5l_C,af3,6,3,35.7754,-5.7472,0.4832,587.0,44.0,-1038.1769,-41.5226
8c5l_C,af3,6,4,36.718,-17.4269,0.5014,587.0,39.0,-1064.6596,-54.1449
8c5l_C,af3,6,5,45.5514,-16.7445,0.4991,587.0,34.0,-1044.6182,-62.2959
8c5l_C,af3,6,6,14.7161,-22.3741,0.6117,587.0,39.0,-1150.0953,-37.0902
8c5l_C,af3,6,7,39.0534,-6.9032,0.4693,587.0,35.0,-1098.9409,-45.9566
8c5l_C,af3,6,8,22.4479,-21.026,0.541,587.0,34.0,-1075.455,-43.4739
8c5l_C,af3,6,9,43.3217,-6.0545,0.4808,587.0,36.0,-1029.8664,-49.3762
8c5l_C,af3,7,0,45.3877,-22.3419,0.5448,587.0,38.0,-1099.2984,-67.7296
8c5l_C,af3,7,1,22.8771,-15.918,0.5522,587.0,34.0,-1093.5339,-38.7951
8c5l_C,af3,7,2,59.6262,-17.3003,0.5197,587.0,49.0,-998.2826,-76.9265
8c5l_C,af3,7,3,50.2167,-15.9127,0.5042,587.0,36.0,-1007.3877,-66.1294
8c5l_C,af3,7,4,30.8694,-6.0852,0.5055,587.0,34.0,-1099.0388,-36.9546
8c5l_C,af3,7,5,58.6708,-27.5943,0.6483,587.0,51.0,-1087.7248,-86.2651
8c5l_C,af3,7,6,55.3876,2.038,0.5042,587.0,32.0,-1078.4013,-53.3496
8c5l_C,af3,7,7,29.7949,-20.4318,0.5437,587.0,42.0,-1056.2289,-50.2267
8c5l_C,af3,7,8,32.8146,-16.0344,0.5994,587.0,33.0,-1082.341,-48.849
8c5l_C,af3,7,9,26.6823,-20.5066,0.5333,587.0,57.0,-1222.3698,-47.1889
8c5l_C,af3,8,0,36.0805,-18.1866,0.5379,587.0,43.0,-1002.9258,-54.2671
8c5l_C,af3,8,1,40.2661,-13.6645,0.4753,587.0,36.0,-1046.1127,-53.9306
8c5l_C,af3,8,2,39.4105,-22.5257,0.6602,587.0,45.0,-1078.6686,-61.9362
8c5l_C,af3,8,3,16.3687,-11.7789,0.6078,587.0,35.0,-1132.3543,-28.1476
8c5l_C,af3,8,4,33.536,-8.4354,0.5254,587.0,44.0,-1070.1642,-41.9714
8c5l_C,af3,8,5,22.953,-15.0595,0.5213,587.0,37.0,-1114.7125,-38.0125
8c5l_C,af3,8,6,10.1802,-26.1406,0.6451,587.0,45.0,-1063.2407,-36.3208
8c5l_C,af3,8,7,49.6097,-6.3746,0.5212,587.0,37.0,-1100.0043,-55.9843
8c5l_C,af3,8,8,23.811,-21.601,0.6043,587.0,36.0,-1114.8867,-45.412
8c5l_C,af3,8,9,60.2654,11.9697,0.4394,587.0,33.0,-1065.3575,-48.2957
8c5l_C,af3,9,0,76.4719,-19.7231,0.5355,587.0,39.0,-1048.3712,-96.195
8c5l_C,af3,9,1,27.1664,-17.4121,0.5948,587.0,37.0,-1063.3013,-44.5785
8c5l_C,af3,9,2,64.5238,-25.3194,0.6777,587.0,44.0,-1058.5162,-89.8432
8c5l_C,af3,9,3,23.3588,-15.634,0.5357,587.0,36.0,-1147.7727,-38.9928
8c5l_C,af3,9,4,24.4425,-12.5768,0.5878,587.0,37.0,-1089.5617,-37.0193
8c5l_C,af3,9,5,53.4745,-10.1565,0.549,587.0,43.0,-1029.6832,-63.631
8c5l_C,af3,9,6,26.9157,-20.026,0.608,587.0,40.0,-1096.5111,-46.9417
8c5l_C,af3,9,7,45.2812,-23.4234,0.5704,587.0,38.0,-1053.2422,-68.7046
8c5l_C,af3,9,8,31.5359,-12.7383,0.6442,587.0,42.0,-1114.0665,-44.2742
8c5l_C,af3,9,9,17.4117,-13.7671,0.5309,587.0,34.0,-1125.9628,-31.1788
8c5l_C,af3,10,0,38.7412,-15.9222,0.5344,587.0,33.0,-1130.3097,-54.6634
8c5l_C,af3,10,1,64.8414,-16.4522,0.5665,587.0,51.0,-1035.7884,-81.2936
8c5l_C,af3,10,2,43.7002,-16.5446,0.5359,587.0,34.0,-987.8984,-60.2448
8c5l_C,af3,10,3,34.4472,-15.1102,0.5658,587.0,42.0,-1035.9719,-49.5574
8c5l_C,af3,10,4,24.2419,-24.6818,0.6181,587.0,56.0,-1265.6646,-48.9237
8c5l_C,af3,10,5,21.3491,-15.6289,0.5433,587.0,37.0,-1109.617,-36.978
8c5l_C,af3,10,6,49.9687,-17.9032,0.4861,587.0,35.0,-1073.5784,-67.8719
8c5l_C,af3,10,7,8.1603,-26.3734,0.6233,587.0,44.0,-1278.0812,-34.5337
8c5l_C,af3,10,8,91.4072,-5.3173,0.4291,587.0,40.0,-992.5475,-96.7245
8c5l_C,af3,10,9,55.1036,12.354,0.6336,587.0,39.0,-1053.8498,-42.7496
8c5l_C,af3,42,0,33.1374,-18.1621,0.5757,587.0,35.0,-1082.0348,-51.2995
8c5l_C,af3,42,1,19.3189,-19.3087,0.504,587.0,32.0,-1067.4737,-38.6276
8c5l_C,af3,42,2,7.7849,-29.3117,0.6339,587.0,62.0,-1240.5668,-37.0966
8c5l_C,af3,42,3,20.5599,-14.8712,0.4966,587.0,34.0,-1089.9122,-35.4311
8c5l_C,af3,42,4,6.7331,-25.7752,0.5845,587.0,33.0,-1103.293,-32.5083
8c5l_C,af3,42,5,12.6727,-21.1719,0.5318,587.0,35.0,-1095.759,-33.8446
8c5l_C,af3,42,6,34.1053,-23.0379,0.6044,587.0,37.0,-1106.5751,-57.1432
8c5l_C,af3,42,7,36.68,-16.251,0.5791,587.0,35.0,-1110.4468,-52.931
8c5l_C,af3,42,8,27.322,-20.5858,0.5567,587.0,45.0,-1093.0677,-47.9078
8c5l_C,af3,42,9,38.7358,1.9054,0.5728,587.0,34.0,-1135.9245,-36.8304
8c5l_C,af3,777,0,30.5022,-8.2803,0.5052,587.0,40.0,-1040.4564,-38.7825
8c5l_C,af3,777,1,19.0569,-13.2133,0.5332,587.0,34.0,-1116.7253,-32.2702
8c5l_C,af3,777,2,32.8038,-4.1234,0.5933,587.0,37.0,-1112.4998,-36.9272
8c5l_C,af3,777,3,41.3645,-5.9703,0.5425,587.0,36.0,-1089.1753,-47.3348
8c5l_C,af3,777,4,36.5271,-13.3629,0.3492,587.0,36.0,-984.1642,-49.89
8c5l_C,af3,777,5,32.0559,2.4833,0.5709,587.0,34.0,-1044.0298,-29.5726
8c5l_C,af3,777,6,32.4617,-7.9885,0.6039,587.0,41.0,-1018.6435,-40.4502
8c5l_C,af3,777,7,26.3478,-15.3475,0.5449,587.0,32.0,-1062.8504,-41.6953
8c5l_C,af3,777,8,38.7265,-13.1,0.6457,587.0,39.0,-1066.6912,-51.8265
8c5l_C,af3,777,9,51.6038,11.0516,0.6208,587.0,45.0,-1049.9351,-40.5522
8c5l_C,af3,25107,0,48.784,-22.1214,0.5948,587.0,43.0,-1005.1183,-70.9054
8c5l_C,af3,25107,1,86.041,-17.2561,0.541,587.0,53.0,-1032.0654,-103.2971
8c5l_C,af3,25107,2,63.4192,-15.6852,0.5973,587.0,31.0,-1060.2567,-79.1044
8c5l_C,af3,25107,3,50.9802,-25.2086,0.5217,587.0,40.0,-1072.5006,-76.1888
8c5l_C,af3,25107,4,22.6053,-13.5829,0.5374,587.0,37.0,-1128.4508,-36.1882
8c5l_C,af3,25107,5,55.716,-15.5035,0.6461,587.0,51.0,-1099.9275,-71.2195
8c5l_C,af3,25107,6,89.1772,-19.6098,0.6108,587.0,38.0,-1024.917,-108.787
8c5l_C,af3,25107,7,65.9477,4.3528,0.5603,587.0,35.0,-1030.2344,-61.5949
8c5l_C,af3,25107,8,19.233,-25.0942,0.6095,587.0,35.0,-1078.6197,-44.3272
8c5l_C,af3,25107,9,75.243,-20.6469,0.5915,587.0,36.0,-1004.0925,-95.8899
8c5l_C,af3,91791,0,27.0859,-14.0923,0.6008,587.0,38.0,-1081.0274,-41.1782
8c5l_C,af3,91791,1,23.0329,-22.5022,0.6251,587.0,45.0,-1135.8201,-45.5351
8c5l_C,af3,91791,2,31.2411,-19.9635,0.5345,587.0,39.0,-1051.9526,-51.2046
8c5l_C,af3,91791,3,38.9794,-2.4701,0.4637,587.0,35.0,-1090.6971,-41.4495
8c5l_C,af3,91791,4,22.5873,-29.0131,0.5453,587.0,47.0,-1220.9599,-51.6004
8c5l_C,af3,91791,5,22.1163,-13.3865,0.5587,587.0,36.0,-1083.1713,-35.5028
8c5l_C,af3,91791,6,25.5763,-15.5245,0.4992,587.0,37.0,-1096.0962,-41.1008
8c5l_C,af3,91791,7,34.1285,-16.7352,0.6153,587.0,35.0,-1074.2106,-50.8637
8c5l_C,af3,91791,8,39.4707,-11.5447,0.5556,587.0,40.0,-1050.7462,-51.0154
8c5l_C,af3,91791,9,75.8945,-11.7096,0.5284,587.0,34.0,-1028.7112,-87.6041
8c5l_C,af3,34897,0,32.3821,-16.1649,0.5306,587.0,34.0,-1104.9113,-48.547
8c5l_C,af3,34897,1,20.0005,-20.2775,0.5575,587.0,36.0,-1143.0846,-40.278
8c5l_C,af3,34897,2,36.9516,-23.9271,0.611,587.0,36.0,-1064.4643,-60.8787
8c5l_C,af3,34897,3,20.3433,-13.91,0.6582,587.0,41.0,-1082.1204,-34.2533
8c5l_C,af3,34897,4,75.5971,-14.4147,0.6469,587.0,40.0,-1030.3551,-90.0118
8c5l_C,af3,34897,5,39.5357,-16.1033,0.5584,587.0,36.0,-1098.6446,-55.639
8c5l_C,af3,34897,6,37.1375,-16.7658,0.591,587.0,45.0,-1095.7731,-53.9033
8c5l_C,af3,34897,7,66.6359,-8.3936,0.3701,587.0,32.0,-1039.8088,-75.0295
8c5l_C,af3,34897,8,24.3576,-22.6874,0.5872,587.0,40.0,-1071.4228,-47.045
8c5l_C,af3,34897,9,125.868,18.5402,0.4568,587.0,55.0,-986.2366,-107.3278
8c5l_C,af3,9999,0,24.7695,-21.8053,0.4988,587.0,39.0,-1100.7015,-46.5748
8c5l_C,af3,9999,1,48.0003,-20.6418,0.6027,587.0,29.0,-994.709,-68.6421
8c5l_C,af3,9999,2,58.388,-19.1552,0.5628,587.0,53.0,-1113.4336,-77.5432
8c5l_C,af3,9999,3,22.4232,-16.0562,0.6343,587.0,39.0,-1096.2384,-38.4794
8c5l_C,af3,9999,4,26.882,-18.323,0.6431,587.0,41.0,-1080.5187,-45.205
8c5l_C,af3,9999,5,28.8926,-21.138,0.5532,587.0,31.0,-1115.4683,-50.0306
8c5l_C,af3,9999,6,27.1873,-27.6053,0.616,587.0,68.0,-1250.3372,-54.7926
8c5l_C,af3,9999,7,29.0092,-11.8932,0.5254,587.0,35.0,-1131.5102,-40.9024
8c5l_C,af3,9999,8,26.4022,-22.1912,0.6874,587.0,36.0,-1098.4166,-48.5934
8c5l_C,af3,9999,9,53.5675,-4.6353,0.4643,587.0,35.0,-1082.3376,-58.2028
8c5l_C,af3,100,0,11.333,-20.606,0.6106,587.0,36.0,-1138.8158,-31.939
8c5l_C,af3,100,1,61.1698,-20.8377,0.5315,587.0,44.0,-1100.2476,-82.0075
8c5l_C,af3,100,2,17.9818,-22.0417,0.6289,587.0,34.0,-1074.1215,-40.0235
8c5l_C,af3,100,3,135.4344,12.1742,0.6057,587.0,75.0,-914.5552,-123.2602
8c5l_C,af3,100,4,44.2234,-19.533,0.445,587.0,36.0,-1047.6609,-63.7564
8c5l_C,af3,100,5,24.1274,-18.1394,0.5767,587.0,35.0,-1098.5731,-42.2668
8c5l_C,af3,100,6,14.6785,-18.1041,0.5873,587.0,35.0,-1065.6245,-32.7826
8c5l_C,af3,100,7,58.101,-12.7655,0.5131,587.0,34.0,-1079.6109,-70.8665
8c5l_C,af3,100,8,17.6264,-19.1527,0.4851,587.0,34.0,-1142.1376,-36.7791
8c5l_C,af3,100,9,38.403,-19.2241,0.6638,587.0,38.0,-987.7899,-57.6271
8c5l_C,af3,52,0,13.5666,-22.4121,0.6107,587.0,49.0,-1277.098,-35.9787
8c5l_C,af3,52,1,21.9039,-21.4861,0.493,587.0,53.0,-1240.2439,-43.39
8c5l_C,af3,52,2,20.7289,-20.4592,0.6059,587.0,33.0,-1121.1095,-41.1881
8c5l_C,af3,52,3,30.8828,-10.8784,0.5181,587.0,35.0,-1060.6444,-41.7612
8c5l_C,af3,52,4,37.9377,-26.9268,0.4973,587.0,46.0,-1018.3449,-64.8645
8c5l_C,af3,52,5,24.5154,-9.3624,0.682,587.0,37.0,-1112.9996,-33.8778
8c5l_C,af3,52,6,26.3672,-24.7772,0.4494,587.0,32.0,-1093.8417,-51.1444
8c5l_C,af3,52,7,57.0183,-12.2449,0.539,587.0,42.0,-1063.25,-69.2632
8c5l_C,af3,52,8,28.1889,-18.615,0.5757,587.0,39.0,-1070.2844,-46.8039
8c5l_C,af3,52,9,32.045,-17.833,0.5562,587.0,36.0,-1064.6896,-49.878
8c5l_C,af3,2025,0,59.4812,-13.7337,0.6187,587.0,41.0,-1046.9932,-73.2149
8c5l_C,af3,2025,1,37.1136,-25.7077,0.6457,587.0,50.0,-1191.1377,-62.8213
8c5l_C,af3,2025,2,16.6687,-23.1209,0.5355,587.0,43.0,-1082.5784,-39.7896
8c5l_C,af3,2025,3,16.8231,-19.8321,0.5981,587.0,38.0,-1147.8455,-36.6552
8c5l_C,af3,2025,4,39.1651,-6.2652,0.5665,587.0,38.0,-1056.1123,-45.4303
8c5l_C,af3,2025,5,71.0356,-3.324,0.495,587.0,49.0,-1005.6344,-74.3596
8c5l_C,af3,2025,6,30.9182,-27.8495,0.5151,587.0,54.0,-1123.7144,-58.7677
8c5l_C,af3,2025,7,41.8952,-19.8619,0.6065,587.0,58.0,-1034.3376,-61.7571
8c5l_C,af3,2025,8,26.8473,-12.4761,0.5354,587.0,31.0,-1137.1847,-39.3234
8c5l_C,af3,2025,9,51.2677,0.0266,0.4549,587.0,35.0,-1074.1232,-51.2411
8c5l_C,af3,1000,0,49.1243,-8.6005,0.5379,587.0,40.0,-1080.4816,-57.7248
8c5l_C,af3,1000,1,65.8755,-16.8453,0.486,587.0,36.0,-1046.9447,-82.7208
8c5l_C,af3,1000,2,63.3396,-8.2128,0.5318,587.0,41.0,-1009.6829,-71.5524
8c5l_C,af3,1000,3,47.0393,-2.9514,0.5322,587.0,34.0,-1079.9172,-49.9907
8c5l_C,af3,1000,4,25.4057,-13.2682,0.5228,587.0,45.0,-1061.2292,-38.6739
8c5l_C,af3,1000,5,35.2805,-16.5541,0.3206,587.0,33.0,-1094.8004,-51.8346
8c5l_C,af3,1000,6,38.3657,-15.2577,0.5963,587.0,45.0,-1126.55,-53.6234
8c5l_C,af3,1000,7,20.9521,-36.1157,0.6145,587.0,67.0,-1268.1803,-57.0678
8c5l_C,af3,1000,8,27.7552,-8.0739,0.5282,587.0,31.0,-1098.6868,-35.8291
8c5l_C,af3,1000,9,35.617,-13.1167,0.5719,587.0,39.0,-1081.0121,-48.7337
8ccz_C,af3,1,0,11.2917,-47.1174,0.6993,610.0,63.0,-752.361,-58.4091
8ccz_C,af3,1,1,20.4129,-43.4365,0.6433,610.0,70.0,-728.3976,-63.8494
8ccz_C,af3,1,2,24.6102,-42.0575,0.7181,610.0,64.0,-725.7694,-66.6677
8ccz_C,af3,1,3,18.1834,-56.5188,0.6657,610.0,84.0,-698.8397,-74.7022
8ccz_C,af3,1,4,10.1123,-57.2724,0.6884,610.0,76.0,-831.0128,-67.3847
8ccz_C,af3,1,5,37.0626,-42.1839,0.7189,610.0,78.0,-724.3129,-79.2465
8ccz_C,af3,1,6,21.1904,-48.8306,0.687,610.0,80.0,-778.4876,-70.021
8ccz_C,af3,1,7,5.1018,-52.5347,0.6362,610.0,76.0,-769.5556,-57.6365
8ccz_C,af3,1,8,11.8627,-49.3356,0.6853,610.0,74.0,-741.9989,-61.1983
8ccz_C,af3,1,9,44.1897,-43.3128,0.6937,610.0,68.0,-684.5045,-87.5025
8ccz_C,af3,2,0,2.6047,-49.6438,0.6728,610.0,66.0,-741.0856,-52.2485
8ccz_C,af3,2,1,-13.5878,-62.8572,0.6917,610.0,70.0,-808.046,-49.2694
8ccz_C,af3,2,2,-10.1899,-62.7061,0.6762,610.0,72.0,-779.2065,-52.5162
8ccz_C,af3,2,3,27.7836,-62.2687,0.6843,610.0,71.0,-761.0843,-90.0523
8ccz_C,af3,2,4,-6.5256,-66.1652,0.6966,610.0,73.0,-812.8345,-59.6396
8ccz_C,af3,2,5,-23.8998,-70.0944,0.6745,610.0,69.0,-863.1984,-46.1946
8ccz_C,af3,2,6,-10.053,-59.6547,0.6586,610.0,73.0,-824.2053,-49.6017
8ccz_C,af3,2,7,-11.2839,-61.7224,0.6706,610.0,71.0,-849.4008,-50.4385
8ccz_C,af3,2,8,-2.626,-58.9107,0.6804,610.0,73.0,-808.0404,-56.2847
8ccz_C,af3,2,9,6.6459,-60.1244,0.6708,610.0,74.0,-754.7578,-66.7703
8ccz_C,af3,3,0,12.0172,-41.8647,0.6868,610.0,68.0,-753.0995,-53.8819
8ccz_C,af3,3,1,6.0654,-46.3506,0.6641,610.0,68.0,-717.5791,-52.416
8ccz_C,af3,3,2,24.8515,-51.0658,0.6519,610.0,78.0,-675.9406,-75.9173
8ccz_C,af3,3,3,5.628,-63.4881,0.6979,610.0,69.0,-702.3927,-69.1161
8ccz_C,af3,3,4,18.4212,-57.0264,0.6715,610.0,74.0,-717.3612,-75.4476
8ccz_C,af3,3,5,5.8539,-50.2286,0.6811,610.0,74.0,-789.2027,-56.0825
8ccz_C,af3,3,6,-8.7953,-58.7756,0.7073,610.0,61.0,-763.4167,-49.9803
8ccz_C,af3,3,7,6.9614,-56.4983,0.6984,610.0,76.0,-778.3629,-63.4597
8ccz_C,af3,3,8,22.5205,-53.0413,0.7047,610.0,66.0,-728.2977,-75.5618
8ccz_C,af3,3,9,17.1249,-54.4386,0.7051,610.0,57.0,-705.7393,-71.5635
8ccz_C,af3,4,0,2.5988,-44.2026,0.6328,610.0,72.0,-790.9061,-46.8014
8ccz_C,af3,4,1,10.0238,-57.0184,0.6727,610.0,67.0,-685.1941,-67.0422
8ccz_C,af3,4,2,-3.8648,-57.3199,0.6507,610.0,69.0,-774.5643,-53.4551
8ccz_C,af3,4,3,2.8404,-59.8424,0.6932,610.0,69.0,-782.3568,-62.6828
8ccz_C,af3,4,4,25.0255,-42.7592,0.6163,610.0,69.0,-805.1814,-67.7847
8ccz_C,af3,4,5,6.6179,-59.3142,0.6385,610.0,69.0,-756.0961,-65.9321
8ccz_C,af3,4,6,15.8988,-61.1264,0.6151,610.0,69.0,-763.1424,-77.0252
8ccz_C,af3,4,7,3.2243,-61.0534,0.6961,610.0,74.0,-776.4611,-64.2777
8ccz_C,af3,4,8,12.9206,-50.7084,0.6137,610.0,70.0,-632.5975,-63.629
8ccz_C,af3,4,9,24.0864,-54.1427,0.6662,610.0,66.0,-765.756,-78.2291
8ccz_C,af3,5,0,7.5894,-42.1761,0.6885,610.0,70.0,-758.3137,-49.7655
8ccz_C,af3,5,1,-8.8016,-68.1206,0.6627,610.0,75.0,-809.3271,-59.319
8ccz_C,af3,5,2,-9.861,-57.8894,0.7073,610.0,70.0,-841.4452,-48.0284
8ccz_C,af3,5,3,-13.0681,-66.5711,0.6616,610.0,72.0,-820.2207,-53.503
8ccz_C,af3,5,4,-1.5505,-54.7028,0.7029,610.0,71.0,-755.5088,-53.1523
8ccz_C,af3,5,5,-16.7292,-67.9596,0.6877,610.0,70.0,-828.2085,-51.2304
8ccz_C,af3,5,6,-0.9772,-65.2792,0.6652,610.0,72.0,-802.3925,-64.302
8ccz_C,af3,5,7,-9.7346,-65.9603,0.6553,610.0,73.0,-845.4137,-56.2257
8ccz_C,af3,5,8,-17.0168,-66.4945,0.6774,610.0,70.0,-801.7538,-49.4777
8ccz_C,af3,5,9,16.8893,-49.9164,0.6158,610.0,70.0,-706.8868,-66.8057
8ccz_C,af3,6,0,-4.9716,-44.5459,0.7333,610.0,66.0,-823.0432,-39.5743
8ccz_C,af3,6,1,26.4078,-48.7643,0.6828,610.0,76.0,-784.7433,-75.1721
8ccz_C,af3,6,2,21.1165,-39.4725,0.6686,610.0,66.0,-721.3563,-60.589
8ccz_C,af3,6,3,24.7555,-48.1867,0.6254,610.0,74.0,-702.7998,-72.9422
8ccz_C,af3,6,4,18.6748,-45.3521,0.6628,610.0,63.0,-735.9792,-64.0269
8ccz_C,af3,6,5,43.1023,-29.0088,0.6512,610.0,68.0,-753.6426,-72.1111
8ccz_C,af3,6,6,-1.3417,-53.3647,0.692,610.0,58.0,-778.7283,-52.023
8ccz_C,af3,6,7,2.7135,-47.2342,0.6926,610.0,64.0,-712.3151,-49.9477
8ccz_C,af3,6,8,16.1297,-47.467,0.636,610.0,65.0,-707.824,-63.5967
8ccz_C,af3,6,9,36.6511,-47.4331,0.712,610.0,71.0,-728.7705,-84.0842
8ccz_C,af3,7,0,10.1669,-60.0355,0.7228,610.0,64.0,-756.1437,-70.2024
8ccz_C,af3,7,1,24.2931,-50.9214,0.7196,610.0,75.0,-718.5353,-75.2145
8ccz_C,af3,7,2,1.3694,-57.9864,0.6929,610.0,66.0,-739.5205,-59.3558
8ccz_C,af3,7,3,-6.7269,-58.3263,0.7169,610.0,63.0,-750.0,-51.5994
8ccz_C,af3,7,4,10.7148,-45.7424,0.6964,610.0,61.0,-698.2877,-56.4572
8ccz_C,af3,7,5,-2.6096,-44.4534,0.6994,610.0,62.0,-700.3684,-41.8438
8ccz_C,af3,7,6,18.808,-57.195,0.681,610.0,70.0,-720.5744,-76.003
8ccz_C,af3,7,7,-24.1863,-57.0396,0.7222,610.0,57.0,-744.321,-32.8533
8ccz_C,af3,7,8,0.6162,-51.6379,0.7145,610.0,69.0,-816.2015,-52.2541
8ccz_C,af3,7,9,0.1771,-47.4947,0.6735,610.0,59.0,-725.6167,-47.6718
8ccz_C,af3,8,0,-21.3251,-65.574,0.6782,610.0,71.0,-878.2201,-44.2489
8ccz_C,af3,8,1,-8.8775,-61.8157,0.6686,610.0,70.0,-842.03,-52.9382
8ccz_C,af3,8,2,-10.2924,-65.2459,0.6595,610.0,72.0,-721.2247,-54.9535
8ccz_C,af3,8,3,0.8248,-62.6306,0.6707,610.0,71.0,-806.1533,-63.4554
8ccz_C,af3,8,4,-1.6991,-66.1043,0.6921,610.0,73.0,-769.0772,-64.4052
